

国内|央视 ,#genre#
辽宁卫视,  https://5r5tv.71781011.xyz/stream/channelid/1153612615?ticket=7a8839ed324a1ccb1ffa167cb3f7d57d6ec9934d&profile=pass
黑龙江卫视,  https://5r5tv.71781011.xyz/stream/channelid/1033540183?ticket=920f0a4a6b90677b0cb0bad2e24dce27c142af84&profile=pass
吉林卫视,  https://5r5tv.71781011.xyz/stream/channelid/635289693?ticket=65a3e21aca261b5644a2d1cd7571536b6b58e0b8&profile=pass
贵州卫视,  https://5r5tv.71781011.xyz/stream/channelid/1437733760?ticket=c33d4b80946df293f703d8df819c2862939196b2&profile=pass
江西卫视,  https://5r5tv.71781011.xyz/stream/channelid/94596160?ticket=e8eadde7acf25d315b7327b2bebe41bcaaf6df21&profile=pass
甘肃卫视,  https://5r5tv.71781011.xyz/stream/channelid/1258254544?ticket=cd36b33ae1fc94ceaa6c728e51021c35f2dae1d9&profile=pass
山西卫视,  https://5r5tv.71781011.xyz/stream/channelid/522097394?ticket=db4b17e47dd4dc95f9e8782bd098c762907d0d88&profile=pass
陕西卫视,  https://5r5tv.71781011.xyz/stream/channelid/314018396?ticket=28f96fde60c8d043ecf18aebe78a12b119a41e12&profile=pass
新疆卫视,  https://5r5tv.71781011.xyz/stream/channelid/1518488976?ticket=0d7fdbac6257469e259b56c73f24049280ebbd61&profile=pass
宁夏卫视,  https://5r5tv.71781011.xyz/stream/channelid/848390694?ticket=595906f123ae53468bb09b0a41422e526f158535&profile=pass
西藏卫视,  https://5r5tv.71781011.xyz/stream/channelid/376158280?ticket=40802d5538c3319ebbaebf8a2d90a1fc89b3fd8d&profile=pass
内蒙古卫视,  https://5r5tv.71781011.xyz/stream/channelid/1614399659?ticket=c23787785c2876e93959eb8c167a76bbd8ba2181&profile=pass
大湾区卫视,  https://5r5tv.71781011.xyz/stream/channelid/1142494074?ticket=139b92f67307de7edcaf7b5a639872a36c2f1d5b&profile=pass
三沙卫视,  https://5r5tv.71781011.xyz/stream/channelid/2036844913?ticket=48d44ab04f6f5190a4c40cc9d7a5175a1ec60462&profile=pass
厦门卫视,  https://5r5tv.71781011.xyz/stream/channelid/1591499686?ticket=26316f40630c249f1e71501333fdc0bff44c20f1&profile=pass





山西卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2025560803_dlna.m3u8
江西卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061703_dlna.m3u8
贵州卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061603_dlna.m3u8
山东卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2029787903_dlna.m3u8
广东卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024060903_dlna.m3u8
河南卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2029797303_dlna.m3u8
天津卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2019927003_dlna.m3u8
辽宁卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171303_dlna.m3u8
吉林卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2025561503_dlna.m3u8
陕西卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2029795103_dlna.m3u8
安徽卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171403_dlna.m3u8
河北卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171503_dlna.m3u8
深圳卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061303_dlna.m3u8
重庆卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061103_dlna.m3u8
东方卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024054503_dlna.m3u8
江苏卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171103_dlna.m3u8
宁夏卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2025608503_dlna.m3u8
湖北卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171203_dlna.m3u8
云南卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2025561303_dlna.m3u8
新疆卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2019927403_dlna.m3u8
天津卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2019927003_dlna.m3u8
西藏卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2025558003_dlna.m3u8
湖南卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024054803_dlna.m3u8
四川卫视,  http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061403_dlna.m3u8
东南卫视, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061503_dlna.m3u8
浙江卫视, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024054703_dlna.m3u8
西藏卫视, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2025558003_dlna.m3u8
黑龙江卫视, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2029797003_dlna.m3u8
内蒙古卫视, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2025561203_dlna.m3u8
四川卫视, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061403_dlna.m3u8
湖南卫视, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024054803_dlna.m3u8
海南卫视, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024055603_dlna.m3u8
青海卫视, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2025559103_dlna.m3u8
广西卫视, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024060703_dlna.m3u8
北京卫视, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024052703_dlna.m3u8




北京卫视,  http://43.156.8.127:5050/ysp?id=2024052703&pid=600002309&q=fhd
湖北卫视,  http://43.156.8.127:5050/ysp?id=2024171203&pid=600002508&q=fhd
江苏卫视,  http://43.156.8.127:5050/ysp?id=2024171103&pid=600002521&q=fhd
深圳卫视,  http://43.156.8.127:5050/ysp?id=2024061303&pid=600002481&q=fhd
东方卫视,  http://43.156.8.127:5050/ysp?id=2024054503&pid=600002483&q=fhd
山西卫视,  http://43.156.8.127:5050/ysp?id=2025560803&pid=600190407&q=fhd
安徽卫视,  http://43.156.8.127:5050/ysp?id=2024171403&pid=600002532&q=fhd
河南卫视,  http://43.156.8.127:5050/ysp?id=2029797303&pid=600002525&q=fhd
辽宁卫视,  http://43.156.8.127:5050/ysp?id=2024171303&pid=600002505&q=fhd
宁夏卫视,  http://43.156.8.127:5050/ysp?id=2025608503&pid=600190737&q=fhd
河北卫视,  http://43.156.8.127:5050/ysp?id=2024171503&pid=600002493&q=fhd
天津卫视,  http://43.156.8.127:5050/ysp?id=2019927003&pid=600152137&q=fhd
四川卫视,  http://43.156.8.127:5050/ysp?id=2024061403&pid=600002516&q=fhd
吉林卫视,  http://43.156.8.127:5050/ysp?id=2025561503&pid=600190405&q=fhd
海南卫视,  http://43.156.8.127:5050/ysp?id=2024055603&pid=600002506&q=fhd
贵州卫视,  http://43.156.8.127:5050/ysp?id=2024061603&pid=600002490&q=fhd
广西卫视,  http://43.156.8.127:5050/ysp?id=2024060703&pid=600002509&q=fhd
重庆卫视,  http://43.156.8.127:5050/ysp?id=2024061103&pid=600002531&q=fhd
江西卫视,  http://43.156.8.127:5050/ysp?id=2024061703&pid=600002503&q=fhd
青海卫视,  http://43.156.8.127:5050/ysp?id=2025559103&pid=600190406&q=fhd
浙江卫视,  http://43.156.8.127:5050/ysp?id=2024054703&pid=600002520&q=fhd
内蒙古卫视,  http://43.156.8.127:5050/ysp?id=2025561203&pid=600190401&q=fhd
黑龙江卫视, http://43.156.8.127:5050/ysp?id=2029797003&pid=600002498&q=fhd
广东卫视, http://43.156.8.127:5050/ysp?id=2024060903&pid=600002485&q=fhd
云南卫视, http://43.156.8.127:5050/ysp?id=2025561303&pid=600190402&q=fhd
甘肃卫视, http://43.156.8.127:5050/ysp?id=2025561703&pid=600190408&q=fhd
山东卫视, http://43.156.8.127:5050/ysp?id=2029787903&pid=600002513&q=fhd
陕西卫视, http://43.156.8.127:5050/ysp?id=2029795103&pid=600190400&q=fhd
东南卫视, http://43.156.8.127:5050/ysp?id=2024061503&pid=600002484&q=fhd




东方卫视,  http://183.250.156.180:9999/newlive/live/hls/29/live.m3u8
山东卫视,  http://183.250.156.180:9999/newlive/live/hls/35/live.m3u8
深圳卫视,  http://183.250.156.180:9999/newlive/live/hls/37/live.m3u8
湖北卫视,  http://183.250.156.180:9999/newlive/live/hls/36/live.m3u8
贵州卫视,  http://183.250.156.180:9999/newlive/live/hls/39/live.m3u8
贵州卫视,  http://183.250.156.180:9999/newlive/live/hls/39/live.m3u8
湖北卫视,  http://183.250.156.180:9999/newlive/live/hls/36/live.m3u8
广东卫视,  http://183.250.156.180:9999/newlive/live/hls/34/live.m3u8
河北卫视,  http://183.250.156.180:9999/newlive/live/hls/33/live.m3u8
浙江卫视,  http://183.250.156.180:9999/newlive/live/hls/32/live.m3u8
江苏卫视,  http://183.250.156.180:9999/newlive/live/hls/31/live.m3u8
湖南卫视,  http://183.250.156.180:9999/newlive/live/hls/30/live.m3u8
东南卫视,  http://183.250.156.180:9999/newlive/live/hls/20/live.m3u8
黑龙江卫视,  http://183.250.156.180:9999/newlive/live/hls/38/live.m3u8
海峡卫视,  http://183.250.156.180:9999/newlive/live/hls/27/live.m3u8
厦门卫视,  http://183.250.156.180:9999/newlive/live/hls/28/live.m3u8




东方卫视,  http://120.40.39.246:352/newlive/live/hls/20/live.m3u8
深圳卫视,  http://120.40.39.246:352/newlive/live/hls/28/live.m3u8
天津卫视,  http://120.40.39.246:352/newlive/live/hls/32/live.m3u8
河北卫视,  http://120.40.39.246:352/newlive/live/hls/24/live.m3u8
河南卫视,  http://120.40.39.246:352/newlive/live/hls/38/live.m3u8
广东卫视,  http://120.40.39.246:352/newlive/live/hls/25/live.m3u8
湖南卫视,  http://120.40.39.246:352/newlive/live/hls/21/live.m3u8
辽宁卫视,  http://120.40.39.246:352/newlive/live/hls/35/live.m3u8
湖北卫视,  http://120.40.39.246:352/newlive/live/hls/27/live.m3u8
江西卫视,  http://120.40.39.246:352/newlive/live/hls/34/live.m3u8
安徽卫视,  http://120.40.39.246:352/newlive/live/hls/31/live.m3u8
四川卫视,  http://120.40.39.246:352/newlive/live/hls/33/live.m3u8
贵州卫视,  http://120.40.39.246:352/newlive/live/hls/30/live.m3u8
山东卫视,  http://120.40.39.246:352/newlive/live/hls/26/live.m3u8
北京卫视,  http://120.40.39.246:352/newlive/live/hls/37/live.m3u8
江苏卫视,  http://120.40.39.246:352/newlive/live/hls/22/live.m3u8
重庆卫视,  http://120.40.39.246:352/newlive/live/hls/36/live.m3u8
东南卫视,  http://120.40.39.246:352/newlive/live/hls/19/live.m3u8





农林卫视,  http://tv.sohu.blog/d/mg.php?id=956904896
广东卫视, https://tv.sohu.blog/d/mg.php?id=608831231
辽宁卫视, https://tv.sohu.blog/d/mg.php?id=630291707
东方卫视, https://tv.sohu.blog/d/mg.php?id=651632648
青海卫视, https://tv.sohu.blog/d/mg.php?id=947472506
湖北卫视, https://tv.sohu.blog/d/mg.php?id=947472496
兵团卫视, https://tv.sohu.blog/d/mg.php?id=956923145
江西卫视, https://tv.sohu.blog/d/mg.php?id=783847495
辽宁卫视, https://tv.sohu.blog/d/mg.php?id=630291707
东南卫视, https://tv.sohu.blog/d/mg.php?id=849116810
大湾区卫视,  http://tv.sohu.blog/d/mg.php?id=608917627



江苏卫视,  http://118.122.144.115:8888/newlive/live/hls/20/live.m3u8
安徽卫视,  http://118.122.144.115:8888/newlive/live/hls/29/live.m3u8
广东卫视,  http://118.122.144.115:8888/newlive/live/hls/31/live.m3u8
湖北卫视,  http://118.122.144.115:8888/newlive/live/hls/28/live.m3u8
东南卫视,  http://118.122.144.115:8888/newlive/live/hls/25/live.m3u8
江西卫视,  http://118.122.144.115:8888/newlive/live/hls/24/live.m3u8
浙江卫视,  http://118.122.144.115:8888/newlive/live/hls/21/live.m3u8
贵州卫视,  http://118.122.144.115:8888/newlive/live/hls/27/live.m3u8
北京卫视,  http://118.122.144.115:8888/newlive/live/hls/23/live.m3u8
河南卫视,  http://118.122.144.115:8888/newlive/live/hls/30/live.m3u8
重庆卫视,  http://118.122.144.115:8888/newlive/live/hls/26/live.m3u8
四川卫视,  http://118.122.144.115:8888/newlive/live/hls/36/live.m3u8



深圳卫视,  http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
山西卫视,  http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
四川卫视,  http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
宁夏卫视,  http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
青海卫视,  http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
新疆卫视,  http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub
兵团卫视,  http://38.75.136.137:98/gslb/dsdqpub/btws.m3u8?auth=testpub
湖南卫视,  http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
云南卫视,  http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
陕西卫视,  http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
山东卫视,  http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
天津卫视,  http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
浙江卫视,  http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
辽宁卫视,  http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
江西卫视,  http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
江苏卫视,  http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
吉林卫视,  http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
河北卫视,  http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
湖北卫视,  http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
河南卫视,  http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
贵州卫视,  http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
广西卫视,  http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
甘肃卫视,  http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
广东卫视,  http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
东南卫视,  http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
东方卫视,  http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
重庆卫视,  http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
云南卫视,  http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
浙江卫视,  http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
黑龙江卫视,  http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
内蒙古卫视,  http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub
大湾区卫视,  http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
三沙卫视,  http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
厦门卫视,  http://38.75.136.137:98/gslb/dsdqpub/xmws.m3u8?auth=testpub


湖南卫视,  http://rihou.cc:555/tv/[JR]湖南卫视
广东卫视,  http://rihou.cc:555/tv/[JR]广东卫视
湖北卫视,  http://rihou.cc:555/tv/[JR]湖北卫视
四川卫视,  http://rihou.cc:555/tv/[JR]四川卫视
重庆卫视,  http://rihou.cc:555/tv/[JR]重庆卫视
海南卫视,  http://rihou.cc:555/tv/[JR]海南卫视
东南卫视,  http://rihou.cc:555/tv/[JR]东南卫视
广西卫视,  http://rihou.cc:555/tv/[JR]广西卫视




东方卫视, http://gslbserv.itv.cmvideo.cn/5000000004000014098/1.m3u8?channel-id=bestzb&Contentid=5000000004000014098&livemode=1&stbId=3
浙江卫视, http://gslbserv.itv.cmvideo.cn/5000000004000007275/1.m3u8?channel-id=bestzb&Contentid=5000000004000007275&livemode=1&stbId=3
河北卫视, http://gslbserv.itv.cmvideo.cn/5000000006000040016/1.m3u8?channel-id=bestzb&Contentid=5000000006000040016&livemode=1&stbId=3
河南卫视, http://gslbserv.itv.cmvideo.cn/5000000011000031119/1.m3u8?channel-id=bestzb&Contentid=5000000011000031119&livemode=1&stbId=3
深圳卫视, http://gslbserv.itv.cmvideo.cn/5000000004000007410/1.m3u8?channel-id=bestzb&Contentid=5000000004000007410&livemode=1&stbId=3
湖南卫视, http://gslbserv.itv.cmvideo.cn/5000000004000006692/1.m3u8?channel-id=bestzb&Contentid=5000000004000006692&livemode=1&stbId=3
四川卫视, http://gslbserv.itv.cmvideo.cn/5000000004000006119/1.m3u8?channel-id=bestzb&Contentid=5000000004000006119&livemode=1&stbId=3
东南卫视, http://gslbserv.itv.cmvideo.cn/5000000004000010584/1.m3u8?channel-id=bestzb&Contentid=5000000004000010584&livemode=1&stbId=3
吉林卫视, http://gslbserv.itv.cmvideo.cn/5000000011000031117/1.m3u8?channel-id=bestzb&Contentid=5000000011000031117&livemode=1&stbId=3
辽宁卫视, http://gslbserv.itv.cmvideo.cn/5000000004000011671/1.m3u8?channel-id=bestzb&Contentid=5000000004000011671&livemode=1&stbId=3
天津卫视, http://gslbserv.itv.cmvideo.cn/5000000004000006827/1.m3u8?channel-id=bestzb&Contentid=5000000004000006827&livemode=1&stbId=3
海南卫视, http://gslbserv.itv.cmvideo.cn/5000000004000006211/1.m3u8?channel-id=bestzb&Contentid=5000000004000006211&livemode=1&stbId=3
广西卫视, http://gslbserv.itv.cmvideo.cn/5000000011000031118/1.m3u8?channel-id=bestzb&Contentid=5000000011000031118&livemode=1&stbId=3
贵州卫视, http://gslbserv.itv.cmvideo.cn/5000000004000025843/1.m3u8?channel-id=bestzb&Contentid=5000000004000025843&livemode=1&stbId=3
云南卫视, http://gslbserv.itv.cmvideo.cn/5000000011000031120/1.m3u8?channel-id=bestzb&Contentid=5000000011000031120&livemode=1&stbId=3


重庆卫视, http://[2409:8087:1e02:20::1a]/000000001000/5000000004000025797/index.m3u8
深圳卫视, http://[2409:8087:1e02:20::1a]/000000001000/5000000010000024026/index.m3u8



东方卫视, http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8
河南卫视, http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8
四川卫视, http://36.32.174.67:60080/newlive/live/hls/45/live.m3u8
天津卫视, http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8
广东卫视, http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8
东南卫视, http://36.32.174.67:60080/newlive/live/hls/49/live.m3u8
黑龙江卫视, http://36.32.174.67:60080/newlive/live/hls/36/live.m3u8
吉林卫视, http://36.32.174.67:60080/newlive/live/hls/46/live.m3u8
云南卫视, http://36.32.174.67:60080/newlive/live/hls/48/live.m3u8
内蒙古卫视, http://36.32.174.67:60080/newlive/live/hls/47/live.m3u8
贵州卫视, http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8


东方卫视, http://124.116.183.146:9901/tsfile/live/0107_1.m3u8
深圳卫视, http://124.116.183.146:9901/tsfile/live/0126_1.m3u8
湖北卫视, http://124.116.183.146:9901/tsfile/live/0132_1.m3u8
湖南卫视, http://124.116.183.146:9901/tsfile/live/0128_1.m3u8
农林卫视, http://124.116.183.146:9901/tsfile/live/1004_1.m3u8


吉林卫视, http://111.61.236.247:9081/hls/45/index.m3u8
甘肃卫视, http://111.61.236.247:9081/hls/54/index.m3u8
宁夏卫视, http://111.61.236.247:9081/hls/51/index.m3u8
内蒙古卫视, http://111.61.236.247:9081/hls/48/index.m3u8

海南卫视, http://cssbyd.imwork.net:8082/hls/31/index.m3u8
贵州卫视, http://cssbyd.imwork.net:8082/hls/39/index.m3u8
甘肃卫视, http://cssbyd.imwork.net:8082/hls/48/index.m3u8
西藏卫视, http://cssbyd.imwork.net:8082/hls/46/index.m3u8
内蒙古卫视, http://cssbyd.imwork.net:8082/hls/44/index.m3u8

海南卫视, http://183.11.239.36:808/hls/124/index.m3u8
西藏卫视, http://183.11.239.36:808/hls/64/index.m3u8
江西卫视, http://183.11.239.36:808/hls/44/index.m3u8
兵团卫视, http://183.11.239.36:808/hls/7/index.m3u8
厦门卫视, http://183.11.239.36:808/hls/17/index.m3u8

深圳卫视,  http://74.91.26.218:82/live/szwshd.m3u8
浙江卫视,  http://74.91.26.218:82/live/zjwshd.m3u8
东方卫视,  http://74.91.26.218:82/live/dfwshd.m3u8
湖南卫视,  http://118.122.144.115:8888/newlive/live/hls/19/live.m3u8
重庆卫视,  http://118.122.144.115:8888/newlive/live/hls/26/live.m3u8
深圳卫视,  http://23.237.228.134/live6/shenzhen.m3u8
湖南卫视,  http://23.237.228.134/live6/hunan.m3u8


浙江卫视,  https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视, http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视, http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8

山东卫视, https://hlsbkmgsplive.miguvideo.com/wd-shandonghd-1200/index.m3u8?&encrypt=
山东卫视, http://hlsbkmgsplive.miguvideo.com/wd-shandonghd-1200/index.m3u8?&encrypt=
山东卫视, http://hlsbkmgsplive.miguvideo.com/wd-shandonghd-600/index.m3u8?&encrypt=

重庆卫视, http://ak6668768.zicp.io:8845/live1071.m3u8
广东卫视, http://tvtj.jxwltx.com:8003/gdws.m3u8
吉林卫视, http://cssbyd.imwork.net:8082/hls/41/index.m3u8
吉林卫视, http://58.19.43.46:9901/tsfile/live/1007_1.m3u8
天津卫视, http://124.116.183.146:9901/tsfile/live/0135_1.m3u8
天津卫视, http://112.46.85.60:8009/hls/44/index.m3u8

东方卫视, http://genglei.8866.org:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视, http://112.46.85.60:8009/hls/33/index.m3u8
兵团卫视, http://218.13.170.98:9901/tsfile/live/0115_1.m3u8
农林卫视, http://8.138.7.223/【公众号：榴芒电视】/农林卫视.m3u8
农林卫视, http://gxlive.snrtv.com/nlws-SD.m3u8
海峡卫视, http://218.104.239.114:9901/tsfile/live/0150_1.m3u8
海峡卫视, http://8.138.7.223/tv/hxws.m3u8
厦门卫视, http://tvtj1.jxwltx.com:8003/tjws.m3u8
天津卫视,  http://182.150.115.26:5003/tjws.m3u8
广东卫视,  http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
农林卫视,  http://gxlive.snrtv.com/nlws-SD.m3u8
海峡卫视, http://hlsbkmgsplive.miguvideo.com/migu/kailu/haixiaws/57/20230724/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=
延边卫视, http://gmxw.7766.org:808/hls/15/index.m3u8


宁夏卫视,  http://111.170.157.210:1081/?id=738910535&auth=95d4c11f9a4bc430bf05d5da4ace7ccbb39d6e38320b7c570cbf4951fb40f03aa39dc9cb1ebb3bd4b70661e54f3606c1
重庆卫视,  http://111.170.157.210:1081/?id=738910914&auth=95d4c11f9a4bc430bf05d5da4ace7ccbaebee3cff9ed4fe6499fe63db2e84b5170bc87de4e3066d8c0293a718e3161bf
青海卫视,  http://111.170.157.210:1081/?id=947472506&auth=95d4c11f9a4bc430bf05d5da4ace7ccba97e718de5074b9c5fe0d9545563c7c4536705ea1315b0ef75e361df730faf52
陕西卫视,  http://111.170.157.210:1081/?id=738910838&auth=95d4c11f9a4bc430bf05d5da4ace7ccb73f678f68869892fd0d6309ffb76ee77d7c53aa5e7b6378573e410e79d2ead2d
河南卫视,  http://111.170.157.210:1081/?id=790187291&auth=95d4c11f9a4bc430bf05d5da4ace7ccb7ef9a6b0ab6b191dd0f576595cd5d730c211b191ec17a162e2c1d999d7e4a51a
江西卫视,  http://111.170.157.210:1081/?id=783847495&auth=95d4c11f9a4bc430bf05d5da4ace7ccbe7ea217ebcd97cce21c90b4388e0743e34f21024b42160dcae46e279bd295828
江苏卫视,  http://111.170.157.210:1081/?id=623899368&auth=95d4c11f9a4bc430bf05d5da4ace7ccb60d8c44fd6b4f79e4c4ea182ed9fe718bb0222774566c9cc75a34417fe38207c
吉林卫视,  http://111.170.157.210:1081/?id=947472500&auth=95d4c11f9a4bc430bf05d5da4ace7ccbb1bfa486255bd6ee26781d4a54826e72ba587256974f975189d6139b6ace3e88





港•澳•台 ,#genre#



凤凰中文,  http://rihou.cc:555/tv/[SX]凤凰中文
凤凰中文,  http://rihou.cc:555/tv/[PL]凤凰中文
凤凰资讯,  http://rihou.cc:555/tv/[PL]凤凰资讯
凤凰资讯,  http://rihou.cc:555/tv/[SX]凤凰资讯
凤凰香港,  http://rihou.cc:555/tv/[SX]凤凰香港
凤凰香港,  http://rihou.cc:555/tv/[PL]凤凰香港
凤凰香港,  http://rihou.cc:555/tv/[SX]凤凰香港
凤凰香港,  http://rihou.cc:555/tv/[PL]凤凰香港


凤凰中文,  http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,  http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰资讯,  http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,  http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰香港,  http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
凤凰香港,  http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰香港,  http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,  http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk


鳳凰中文,  http://iptv.4666888.xyz/iptv2A.php?id=27
凤凰中文,  https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixtv_hd
凤凰资讯,  https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixinfo_hd
凤凰资讯,  http://218.104.239.114:9901/tsfile/live/1012_1.m3u8
凤凰电影,  https://stream1.freetv.fun/eb5c379a2d045382ce7f8ffa78e5b7d184a3c44fffe574d72e3fab54a7d696f7.ctv


香港卫视, http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视, rtmp://zhibo.hkstv.tv/livestream/mutfysrq
香港卫视, http://zhibo.hkstv.tv/livestream/mutfysrq.flv


CN•tw|東森超視, rtmp://f13h.mine.nu/sat/tv331
CN•tw|民视闽南频道, rtmp://f13h.mine.nu/sat/tv051
